EnsemblID	external_gene_id	chromosome_name	end_position	start_position
ENSMUSG00000029838	Ptn	6	36811361	36715663
ENSMUSG00000074060	Fbxw15	9	109568262	109552604
ENSMUSG00000004383	Large	8	73353540	72814599
ENSMUSG00000036114	2810432D09Rik	4	41713534	41712033
ENSMUSG00000053121	Gm5129	5	29735936	29735637
ENSMUSG00000035504	Reep6	10	80336441	80329953
ENSMUSG00000000157	Itgb2l	16	96443619	96422288
ENSMUSG00000038665	Dgki	6	37300184	36846022
ENSMUSG00000029223	Uchl1	5	66687231	66676098
ENSMUSG00000027669	Gnb4	3	32616585	32580332
ENSMUSG00000020134	Peli1	11	21150323	21091291
ENSMUSG00000073486	Gm10518	1	179804676	179803376
ENSMUSG00000075146	Olfr1154	2	87903674	87902742
ENSMUSG00000026490	Cdc42bpa	1	180165603	179960472
ENSMUSG00000075145	Olfr1155	2	87943626	87942682
ENSMUSG00000075144	Olfr1156	2	87950265	87949190
ENSMUSG00000014791	Elmo3	8	105310623	105305601
ENSMUSG00000029445	Hpd	5	123182725	123171807
ENSMUSG00000048279	Sacs	14	61240695	61138457
ENSMUSG00000075143	Olfr1157	2	87968257	87961952
ENSMUSG00000075142	Olfr74	2	87974663	87973707
ENSMUSG00000028447	Dctn3	4	41723170	41714798
ENSMUSG00000062793	Olfr1158	2	87991054	87990113
ENSMUSG00000075141	Olfr1160	2	88006776	88005817
ENSMUSG00000048534	Amica1	9	45108530	45079183
ENSMUSG00000022469	Rapgef3	15	97767972	97744770
ENSMUSG00000045150	Olfr1161	2	88025713	88024702
ENSMUSG00000019256	Ahr	12	35535038	35497974
ENSMUSG00000020340	Cyfip2	11	46312859	46193850
ENSMUSG00000024248	Cox7a2l	17	83514333	83501919
ENSMUSG00000022184	Fbxo4	15	3979573	3965445
ENSMUSG00000029131	Dnajb6	5	29786478	29735688
ENSMUSG00000037736	Limch1	5	67057159	66745835
ENSMUSG00000053929	Cyhr1	15	76660117	76643395
ENSMUSG00000018238	Gdf9	11	53437904	53431023
ENSMUSG00000049972	Skint9	4	112433985	112385969
ENSMUSG00000022020	Naa16	14	79390778	79334204
ENSMUSG00000047945	Marcksl1	4	129515985	129513581
ENSMUSG00000045053	Kcng3	17	83631895	83585957
ENSMUSG00000029440	Psmd9	5	123250131	123228190
ENSMUSG00000034336	Ina	19	47025327	47014698
ENSMUSG00000027939	Nup210l	3	90212017	90104132
ENSMUSG00000025410	Dctn2	10	127281959	127266262
ENSMUSG00000055817	Mta3	17	83821516	83706163
ENSMUSG00000004187	Kifc2	15	76668196	76660641
ENSMUSG00000041935	AW549877	15	3995752	3982036
ENSMUSG00000027386	Fbln7	2	128897034	128862981
ENSMUSG00000025050	Pcgf6	19	47050845	47033619
ENSMUSG00000028800	Hdac1	4	129542713	129516104
ENSMUSG00000051209	Gpr119	X	48674478	48667979
ENSMUSG00000066224	Arid3c	4	41731142	41723836
ENSMUSG00000032174	Icam5	9	21039036	21032038
ENSMUSG00000051146	Camk2n2	16	20621287	20619215
ENSMUSG00000034359	Skint2	4	112647840	112557194
ENSMUSG00000022186	Oxct1	15	4155344	4026383
ENSMUSG00000006998	Psmd2	16	20663414	20651652
ENSMUSG00000029442	Wdr66	5	123327484	123252102
ENSMUSG00000044477	Zfand3	17	30210019	30005087
ENSMUSG00000069227	Gprin1	13	54749874	54736671
ENSMUSG00000001786	Fbxo7	10	86051873	86021972
ENSMUSG00000043822	Adamtsl5	10	80348412	80339110
ENSMUSG00000009907	Vps4b	1	106796728	106764071
ENSMUSG00000033837	Foxh1	15	76669948	76668284
ENSMUSG00000036078	Sigmar1	4	41756157	41738493
ENSMUSG00000032373	Car12	9	66766845	66713686
ENSMUSG00000025931	Paqr8	1	20938755	20890622
ENSMUSG00000009350	Mpo	11	87804413	87793581
ENSMUSG00000025049	Taf5	19	47083479	47067748
ENSMUSG00000041809	Efhc1	1	20990838	20951626
ENSMUSG00000079681	Zglp1	9	21067093	21062393
ENSMUSG00000042812	Foxf1a	8	121086879	121084474
ENSMUSG00000073719	Vps13d	4	144974683	144972623
ENSMUSG00000031107	Rbmx2	X	48710723	48695004
ENSMUSG00000062202	Btbd9	17	30576287	30215524
ENSMUSG00000031816	Mthfsd	8	121108392	121095012
ENSMUSG00000040322	Slc25a24	3	109168457	109123149
ENSMUSG00000074738	B930041F14Rik	4	155696481	155694342
ENSMUSG00000071528	Usmg5	19	47090625	47083471
ENSMUSG00000079677	Fdx1l	9	21073514	21067520
ENSMUSG00000075140	Olfr73	2	88035137	88034196
ENSMUSG00000025047	Pdcd11	19	47131143	47090766
ENSMUSG00000033819	Ppp1r16a	15	76694919	76671615
ENSMUSG00000096225	Lhx8	3	154330651	154306288
ENSMUSG00000029038	Ssu72	4	155733879	155704800
ENSMUSG00000035296	Sgcg	14	61258490	61221059
ENSMUSG00000047661	1600012P17Rik	1	158980463	158967701
ENSMUSG00000039431	Mtmr7	8	40634797	40551095
ENSMUSG00000075139	Olfr1162	2	88050622	88049678
ENSMUSG00000075137	Olfr1163	2	88071407	88070365
ENSMUSG00000075136	Olfr1164	2	88093966	88092855
ENSMUSG00000062275	Fbxw24	9	109626059	109601117
ENSMUSG00000061992	Gm4953	1	159168642	159168157
ENSMUSG00000075135	Olfr1166	2	88124993	88123366
ENSMUSG00000048766	Skint10	4	112774866	112711147
ENSMUSG00000038280	Ostm1	10	42702459	42583822
ENSMUSG00000040782	Rfwd2	1	159347580	159232326
ENSMUSG00000074385	Gm10684	9	45135606	45107176
ENSMUSG00000094992	CT025661.1	9	109664652	109645122
ENSMUSG00000070304	Scn2b	9	45130070	45117876
ENSMUSG00000074059	Fbxw18	9	109702700	109676734
ENSMUSG00000027387	Zc3h8	2	128944077	128926268
ENSMUSG00000037095	Lrg1	17	56121946	56119680
ENSMUSG00000045684	Lcn6	2	25681608	25676786
ENSMUSG00000090733	Rps27	3	90213615	90212725
ENSMUSG00000039483	Asb6	2	30830333	30823097
ENSMUSG00000096221	1500002C15Rik	4	155734627	155732548
ENSMUSG00000027935	Rab13	3	90226385	90213695
ENSMUSG00000075134	Olfr1167	2	88150083	88148984
ENSMUSG00000084845	Tmem240	4	155740564	155734800
ENSMUSG00000010205	Raver1	9	21091988	21074168
ENSMUSG00000061342	Olfr1168	2	88185817	88184879
ENSMUSG00000090258	Churc1	12	76783180	76765538
ENSMUSG00000034891	Sncb	13	54766595	54758860
ENSMUSG00000029438	Bcl7a	5	123374082	123343834
ENSMUSG00000075133	Olfr1170	2	88225030	88224080
ENSMUSG00000025280	Polr3a	14	24487046	24448694
ENSMUSG00000027168	Pax6	2	105703160	105668896
ENSMUSG00000075132	Olfr1173	2	88275047	88274109
ENSMUSG00000059547	Fbxw26	9	109746089	109717566
ENSMUSG00000052388	Gm9874	17	30485963	30485511
ENSMUSG00000020220	Vps13d	4	145194995	144972626
ENSMUSG00000043157	Arl11	14	61311936	61309753
ENSMUSG00000050023	Olfr1176	2	88340514	88339566
ENSMUSG00000024026	Glo1	17	30612659	30592866
ENSMUSG00000046480	Scn4b	9	45154152	45138437
ENSMUSG00000021928	Ebpl	14	61360445	61339763
ENSMUSG00000056995	Olfr1178	2	88392220	88391249
ENSMUSG00000050074	Spink8	9	109826633	109812280
ENSMUSG00000079606	Gm595	X	48877713	48841466
ENSMUSG00000087194	Skint6	4	113286973	112804616
ENSMUSG00000073528	Gm10530	1	159684875	159614749
ENSMUSG00000068856	Sf3b4	3	96177564	96172332
ENSMUSG00000074807	Gm10762	2	128967725	128966593
ENSMUSG00000041779	Tram2	1	21079229	20996296
ENSMUSG00000015829	Tnr	1	159924397	159737510
ENSMUSG00000042851	Zc3h6	2	129018563	128967402
ENSMUSG00000074895	Eif4e1b	13	54788459	54783998
ENSMUSG00000021710	Nln	13	104109614	104023439
ENSMUSG00000001227	Sema6b	17	56140343	56123085
ENSMUSG00000029036	Atad3a	4	155761093	155740641
ENSMUSG00000033373	Fntb	12	76921412	76765589
ENSMUSG00000033826	Dnahc8	17	30875264	30624354
ENSMUSG00000041679	Lrrc29	8	105326276	105312341
ENSMUSG00000019802	Sec63	10	42832514	42761496
ENSMUSG00000014856	Tmem208	8	105335219	105326362
ENSMUSG00000031621	Isx	8	74893506	74872719
ENSMUSG00000038342	Mlxip	5	123457932	123394798
ENSMUSG00000075127	Olfr1179	2	88402932	88402009
ENSMUSG00000034083	C130022K22Rik	6	91899843	91878053
ENSMUSG00000021929	Kpna3	14	61439947	61365186
ENSMUSG00000025409	Mbd6	10	127289018	127281956
ENSMUSG00000027937	Jtb	3	90235838	90231597
ENSMUSG00000044469	Tnfaip8l1	17	56173955	56162477
ENSMUSG00000031109	Enox2	X	49288259	49009707
ENSMUSG00000026024	Als2	1	59237231	59162926
ENSMUSG00000075126	Olfr1180	2	88412689	88411627
ENSMUSG00000075125	Olfr1181	2	88424023	88423088
ENSMUSG00000075124	Olfr1182	2	88449121	88446019
ENSMUSG00000009356	Lpo	11	87828289	87806428
ENSMUSG00000021930	6330409N04Rik	14	61556886	61531993
ENSMUSG00000036073	Galt	4	41758695	41755228
ENSMUSG00000049372	Olfr1183	2	88462253	88461342
ENSMUSG00000042743	Sgtb	13	104141735	104109741
ENSMUSG00000051424	Olfr1184	2	88487669	88486734
ENSMUSG00000072963	Gm10447	11	53457110	53454804
ENSMUSG00000057735	Olfr1186	2	88526590	88525501
ENSMUSG00000018387	Shroom1	11	53467766	53457205
ENSMUSG00000035235	Trim13	14	61605946	61598226
ENSMUSG00000068810	Olfr1187-ps1	2	88540510	88540124
ENSMUSG00000068809	Olfr1188	2	88560418	88559451
ENSMUSG00000035486	Plk5	10	80365489	80356459
ENSMUSG00000034063	4930590J08Rik	6	91950640	91914759
ENSMUSG00000032091	Tmprss4	9	45204092	45172726
ENSMUSG00000090394	4930523C07Rik	1	160078428	160044384
ENSMUSG00000079051	Gm14025	2	129048172	129038145
ENSMUSG00000032478	Nme6	9	109843116	109832749
ENSMUSG00000027671	Actl6a	3	32726968	32708546
ENSMUSG00000029437	Il31	5	123482101	123480153
ENSMUSG00000062995	Ica1	6	8778488	8630527
ENSMUSG00000063409	Lrrc43	5	123508205	123489325
ENSMUSG00000068808	Olfr1189	2	88592726	88591806
ENSMUSG00000060827	Olfr1193	2	88678813	88677857
ENSMUSG00000034518	Hmgxb4	8	75031978	74993356
ENSMUSG00000019579	D17Wsu104e	17	56183920	56175744
ENSMUSG00000075121	Olfr1195	2	88683730	88682804
ENSMUSG00000075120	Olfr1196	2	88701327	88700383
ENSMUSG00000079479	Gm9112	X	102707635	102706890
ENSMUSG00000027394	Ttl	2	129096283	129065942
ENSMUSG00000050883	4930523C07Rik	1	160071509	160044584
ENSMUSG00000046168	Kcnrg	14	61611916	61607482
ENSMUSG00000075119	Olfr1197	2	88729597	88728653
ENSMUSG00000032375	Aph1b	9	66795490	66775202
ENSMUSG00000022022	Mtrf1	14	79423650	79397772
ENSMUSG00000022546	Gpt	15	76699674	76696764
ENSMUSG00000026729	4930562F07Rik	1	160077985	160074735
ENSMUSG00000039842	Mcph1	8	18803189	18595131
ENSMUSG00000049148	Plcxd3	15	4575553	4375491
ENSMUSG00000038486	Sv2a	3	96195521	96181151
ENSMUSG00000029433	Diablo	5	123524176	123509765
ENSMUSG00000034037	Fgd5	6	92076004	91978878
ENSMUSG00000025290	Rps24	14	24496146	24490681
ENSMUSG00000073027	Dmrtc1b	X	102715209	102707865
ENSMUSG00000022181	C6	15	4815456	4727175
ENSMUSG00000026977	March7	2	60250676	60209887
ENSMUSG00000029326	Enoph1	5	100068762	100039994
ENSMUSG00000001229	Dpp9	17	56218889	56186682
ENSMUSG00000007817	Zmiz1	14	25666743	25459185
ENSMUSG00000047356	Lcn10	2	25686081	25682726
ENSMUSG00000034285	Nipsnap1	11	4894200	4873951
ENSMUSG00000019080	Mfsd3	15	76704239	76701542
ENSMUSG00000025933	Tmem14a	1	21230167	21218575
ENSMUSG00000038390	Gpr162	6	124863917	124858444
ENSMUSG00000033762	Recql4	15	76710559	76703553
ENSMUSG00000023274	Cd4	6	124888221	124864692
ENSMUSG00000037410	Tbc1d2b	9	90270804	90202047
ENSMUSG00000047583	Tyw3	3	154597104	154576520
ENSMUSG00000092417	Gpank1	17	35124814	35121455
ENSMUSG00000027395	Polr1b	2	129126594	129100995
ENSMUSG00000027938	Creb3l4	3	90243512	90237500
ENSMUSG00000033033	Calhm2	19	47138294	47105353
ENSMUSG00000042808	Gpx2	12	76795554	76792335
ENSMUSG00000067006	Serpinb5	1	106883348	106861173
ENSMUSG00000021062	Rab15	12	76822908	76797960
ENSMUSG00000075117	Olfr1198	2	88746886	88745960
ENSMUSG00000090223	Pcp4	16	96525793	96467606
ENSMUSG00000014778	Fhod1	8	105347953	105329163
ENSMUSG00000089892	Olfr1199	2	88756673	88755741
ENSMUSG00000032368	Zic1	9	91365810	91358058
ENSMUSG00000050640	Tmem150c	5	100159808	100077872
ENSMUSG00000020128	Vps54	11	21321136	21239281
ENSMUSG00000067562	Dmrtc1c1	X	102809942	102802963
ENSMUSG00000075115	Olfr1200	2	88768313	88767303
ENSMUSG00000043881	Kbtbd7	14	79431039	79426511
ENSMUSG00000032175	Tyk2	9	21127346	21104069
ENSMUSG00000026725	Tnn	1	160153580	160085036
ENSMUSG00000048281	Dleu7	14	62292979	62276231
ENSMUSG00000029837	1700111E14Rik	6	36985777	36937048
ENSMUSG00000021711	2410002O22Rik	13	104178469	104142149
ENSMUSG00000029431	B3gnt4	5	123511882	123510460
ENSMUSG00000038648	Creb3l2	6	37442146	37327255
ENSMUSG00000078598	Skint5	4	113999503	113477891
ENSMUSG00000049427	Gm9837	11	53470479	53469749
ENSMUSG00000050272	Dscam	16	97170752	96592079
ENSMUSG00000044352	Sowaha	11	53480195	53476579
ENSMUSG00000034121	Mks1	11	87863803	87853215
ENSMUSG00000030124	Lag3	6	124911705	124904361
ENSMUSG00000033021	Gmppa	1	75443179	75435930
ENSMUSG00000079258	Calhm1	19	47144174	47141035
ENSMUSG00000094219	AC124724.1	19	47157764	47151609
ENSMUSG00000074232	Gm10647	9	66799074	66797039
ENSMUSG00000091230	Gm6970	19	47171134	47170469
ENSMUSG00000053040	Aph1c	9	66834726	66814994
ENSMUSG00000006435	Neurl1a	19	47259440	47178820
ENSMUSG00000030122	Ptms	6	124917946	124913681
ENSMUSG00000025746	Il6	5	30019968	30013161
ENSMUSG00000059023	Olfr1201	2	88795307	88794384
ENSMUSG00000064084	Olfr1202	2	88818102	88817173
ENSMUSG00000059956	Serpinb12	1	106957080	106934449
ENSMUSG00000054032	Gm9932	5	100200724	100196611
ENSMUSG00000057447	Olfr1205	2	88832042	88831119
ENSMUSG00000028199	Cryz	3	154623182	154596711
ENSMUSG00000035376	Ptplb	16	35109175	35022421
ENSMUSG00000035325	Sec31a	5	100416234	100361650
ENSMUSG00000021932	Rnaseh2b	14	62372992	62292589
ENSMUSG00000061798	Olfr1204	2	88852881	88851952
ENSMUSG00000022155	Heatr7b2	15	4962203	4898737
ENSMUSG00000062757	Olfr1206	2	88865530	88864607
ENSMUSG00000036949	Slc39a12	2	14494975	14388316
ENSMUSG00000075114	Olfr1208	2	88897648	88896574
ENSMUSG00000075113	Olfr1209	2	88910391	88909459
ENSMUSG00000029434	Vps33a	5	123573015	123528764
ENSMUSG00000075112	Olfr1211	2	88930313	88929378
ENSMUSG00000048226	Olfr1212	2	88959403	88958468
ENSMUSG00000025747	Tyms	5	30073617	30058202
ENSMUSG00000089751	Olfr1213	2	88980257	88972954
ENSMUSG00000039196	Orm1	4	63348163	63344560
ENSMUSG00000022840	Adcy5	16	35305737	35154877
ENSMUSG00000055818	A230083G16Rik	6	124925844	124916863
ENSMUSG00000024175	Tekt4	17	25476594	25471590
ENSMUSG00000049550	Clip1	5	123684618	123577795
ENSMUSG00000075110	Olfr1214	2	88988200	88987265
ENSMUSG00000025875	Tspan17	13	54796776	54789377
ENSMUSG00000075502	Gm5465	14	79454816	79451835
ENSMUSG00000030120	Mlf2	6	124936138	124931388
ENSMUSG00000022023	Wbp4	14	79481268	79459937
ENSMUSG00000075108	Olfr1215	2	89002290	89001348
ENSMUSG00000075107	Olfr1216	2	89014062	89013127
ENSMUSG00000039476	Prrx2	2	30881241	30834972
ENSMUSG00000036972	Zic4	9	91389348	91362413
ENSMUSG00000050824	Sstr5	17	25497288	25489875
ENSMUSG00000059602	Syn3	10	86498896	86055125
ENSMUSG00000058267	Mrps14	1	160202170	160195215
ENSMUSG00000030127	Cops7a	6	124965538	124958413
ENSMUSG00000044770	Scml4	10	42960780	42860370
ENSMUSG00000062061	Lcn13	2	25703326	25700043
ENSMUSG00000024176	Sox8	17	25570686	25565892
ENSMUSG00000053617	Sh3pxd2a	19	47464411	47260174
ENSMUSG00000038357	Camp	9	109849456	109847375
ENSMUSG00000036943	Rab8b	9	66919705	66843672
ENSMUSG00000075106	Olfr1217	2	89024099	89022995
ENSMUSG00000033721	Vav3	3	109685698	109340653
ENSMUSG00000075105	Olfr1218	2	89055424	89054489
ENSMUSG00000036781	Rps27l	9	66949516	66946086
ENSMUSG00000021933	Gucy1b2	14	62456289	62392676
ENSMUSG00000075104	Olfr1219	2	89075089	89074154
ENSMUSG00000032477	Cdc25a	9	109893888	109875579
ENSMUSG00000075103	Olfr1220	2	89097963	89096938
ENSMUSG00000005893	Nr2c2	6	92173057	92091390
ENSMUSG00000046723	Adam24	8	40682199	40675094
ENSMUSG00000036461	Elf1	14	79582476	79481194
ENSMUSG00000059436	Max	12	76962248	76937269
ENSMUSG00000060703	Cd302	2	60284488	60251993
ENSMUSG00000040274	Cdk6	5	3523218	3343893
ENSMUSG00000043099	Hic1	11	75169519	75164565
ENSMUSG00000079105	C7	15	5063773	4988762
ENSMUSG00000067561	Dmrtc1c2	X	102854616	102847639
ENSMUSG00000071937	Adam25	8	40756175	40752208
ENSMUSG00000054450	Gm9945	11	53481097	53480166
ENSMUSG00000046282	4930529F22Rik	8	40797303	40793273
ENSMUSG00000043683	Fem1a	17	56263608	56256793
ENSMUSG00000018398	Sept8	11	53549565	53519257
ENSMUSG00000021065	Fut8	12	77476338	77238104
ENSMUSG00000035310	Lin54	5	100500639	100441918
ENSMUSG00000015943	Bola1	3	96219709	96196588
ENSMUSG00000047123	Ticam1	17	56276786	56269319
ENSMUSG00000073888	Ccl27a	4	41774247	41769467
ENSMUSG00000032479	Mtap4	9	110083947	109931458
ENSMUSG00000050737	Ptges	2	30929863	30889471
ENSMUSG00000041849	Card6	15	5108539	5095981
ENSMUSG00000037531	Mrpl47	3	32737147	32725397
ENSMUSG00000054033	Adam39	8	40826861	40823009
ENSMUSG00000031596	Slc7a2	8	40922308	40862396
ENSMUSG00000075102	Olfr1221	2	89112510	89111575
ENSMUSG00000042694	Obfc1	19	47537020	47501048
ENSMUSG00000014226	Cacybp	1	160212892	160202367
ENSMUSG00000052310	Slc39a1	3	90253612	90248172
ENSMUSG00000028359	Orm3	4	63359511	63356162
ENSMUSG00000075101	Olfr1222	2	89125731	89124794
ENSMUSG00000047454	Gphn	12	78684767	78226655
ENSMUSG00000024197	Plin3	17	56290511	56278962
ENSMUSG00000057977	Skint11	4	114245028	114163384
ENSMUSG00000026721	Rabgap1l	1	160792938	160219174
ENSMUSG00000014786	Slc9a5	8	105369881	105348258
ENSMUSG00000073380	Arrdc5	17	56300286	56294113
ENSMUSG00000027673	Ndufb5	3	32751566	32736990
ENSMUSG00000048696	Mex3d	10	80387659	80380355
ENSMUSG00000001228	Uhrf1	17	56323486	56303321
ENSMUSG00000041841	Rpl37	15	5119140	5116613
ENSMUSG00000091996	BC049352	9	45250020	45182007
ENSMUSG00000068706	Gm10250	15	5121172	5120602
ENSMUSG00000025060	Slk	19	47645246	47579678
ENSMUSG00000091644	Gm17590	5	3473178	3473071
ENSMUSG00000058503	Fam133b	5	3569810	3543844
ENSMUSG00000075100	Olfr1223	2	89151336	89144086
ENSMUSG00000022024	Sugt1	14	79629755	79587691
ENSMUSG00000038268	Ovca2	11	75178835	75175942
ENSMUSG00000025934	Gsta3	1	21265361	21240589
ENSMUSG00000002279	Lmf1	17	25662826	25579174
ENSMUSG00000075099	Olfr1224-ps1	2	89157173	89156238
ENSMUSG00000037938	Chchd5	2	129134134	129129700
ENSMUSG00000046714	Foxc2	8	121118892	121116171
ENSMUSG00000063689	Hist2h2ab	3	96220308	96219865
ENSMUSG00000008307	1700109H08Rik	5	3584356	3571566
ENSMUSG00000012520	Phox2b	5	67099301	67094397
ENSMUSG00000068855	Hist2h2ac	3	96220880	96220361
ENSMUSG00000030329	C530028O21Rik	6	125003096	124996694
ENSMUSG00000021868	Ppif	14	25700468	25694154
ENSMUSG00000075098	Olfr1225	2	89171245	89170219
ENSMUSG00000022025	Lect1	14	79662170	79637690
ENSMUSG00000033728	Lrrc14	15	76717699	76710623
ENSMUSG00000075097	Olfr1226	2	89194032	89193100
ENSMUSG00000038641	Akr1d1	6	37568815	37530173
ENSMUSG00000052234	Epx	11	87875536	87864000
ENSMUSG00000075096	Olfr1228	2	89249775	89248682
ENSMUSG00000000409	Lck	4	129573641	129548344
ENSMUSG00000031809	1700018B08Rik	8	121541954	121530784
ENSMUSG00000061540	Orm2	4	63365878	63362449
ENSMUSG00000075095	Olfr1229	2	89287954	89282139
ENSMUSG00000052934	Fbxo31	8	121578806	121549443
ENSMUSG00000068854	Hist2h2be	3	96223738	96221121
ENSMUSG00000078789	Dph1	11	75191241	75177643
ENSMUSG00000057914	Cacnb2	2	14987908	14604306
ENSMUSG00000037720	Tmem33	5	67291461	67260565
ENSMUSG00000048775	Serpinb13	1	107001195	106980984
ENSMUSG00000050697	Prkaa1	15	5181899	5143861
ENSMUSG00000095654	AC111125.1	9	92209698	92192936
ENSMUSG00000031303	Map3k15	X	160123351	159988433
ENSMUSG00000027936	Crtc2	3	90264125	90254163
ENSMUSG00000032369	Plscr1	9	92271975	92250057
ENSMUSG00000027397	Slc20a1	2	129211616	129198764
ENSMUSG00000036198	Arhgap36	X	49500244	49463945
ENSMUSG00000026980	Ly75	2	60383303	60292103
ENSMUSG00000032894	1700031F05Rik	X	102867971	102859186
ENSMUSG00000000673	Haao	17	83846790	83831356
ENSMUSG00000032089	Il10ra	9	45269149	45253837
ENSMUSG00000031323	Dmrtc1a	X	102908687	102903216
ENSMUSG00000031812	Map1lc3b	8	121598047	121590468
ENSMUSG00000014782	Plekhg4	8	105382862	105373274
ENSMUSG00000078936	2410002O22Rik	13	104178439	104173722
ENSMUSG00000055538	Zcchc24	14	25768856	25711640
ENSMUSG00000061410	Zcchc14	8	121652901	121598703
ENSMUSG00000075094	Olfr1230	2	89297268	89296351
ENSMUSG00000021712	Trim23	13	104203372	104178797
ENSMUSG00000075093	Olfr1231	2	89303590	89302649
ENSMUSG00000020044	Timp3	10	86349506	86300372
ENSMUSG00000075092	Olfr1232	2	89326178	89325243
ENSMUSG00000034473	Sec22a	16	35363918	35311131
ENSMUSG00000038346	Zfp384	6	125037870	125009145
ENSMUSG00000075091	Olfr1233	2	89340348	89339307
ENSMUSG00000029427	Zcchc8	5	123721044	123698302
ENSMUSG00000014551	Mrps25	6	92184033	92169525
ENSMUSG00000043311	D17H6S53E	17	35128855	35126373
ENSMUSG00000035478	Mbd3	10	80399550	80392539
ENSMUSG00000081058	Hist2h3c2	3	96239127	96238110
ENSMUSG00000075090	Olfr1234	2	89364865	89362483
ENSMUSG00000086815	3110082J24Rik	5	30105359	30103889
ENSMUSG00000064220	Hist2h2aa2	3	96240323	96239785
ENSMUSG00000025408	Ddit3	10	127296288	127290774
ENSMUSG00000025876	Unc5a	13	55006018	54949411
ENSMUSG00000042943	4922501L14Rik	3	154757527	154664096
ENSMUSG00000044576	Fam59b	5	30118378	30105161
ENSMUSG00000063954	Hist2h2aa1	3	96246115	96245538
ENSMUSG00000029422	Rsrc2	5	123749412	123728430
ENSMUSG00000040302	C030048B08Rik	5	3596585	3583978
ENSMUSG00000022151	Ttc33	15	5218336	5185525
ENSMUSG00000093769	Hist2h3c1	3	96248509	96246685
ENSMUSG00000020884	Asgr1	11	70057894	70054085
ENSMUSG00000032370	Lactb	9	66975484	66955393
ENSMUSG00000036422	Pcdh8	14	79771312	79766772
ENSMUSG00000056900	Usp13	3	32938071	32817546
ENSMUSG00000042116	Vwa1	4	155774698	155768149
ENSMUSG00000049086	Bmyc	2	25707717	25706879
ENSMUSG00000026023	Cdk15	1	59352993	59256906
ENSMUSG00000090816	Gm6729	10	86541334	86539883
ENSMUSG00000024391	Apom	17	35132050	35128997
ENSMUSG00000093839	Olfr462	11	87889894	87888959
ENSMUSG00000090308	Gm5174	10	86657381	86655939
ENSMUSG00000045817	Zfp36l2	17	84187947	84183931
ENSMUSG00000091405	Hist2h4	3	96263311	96261704
ENSMUSG00000093920	Olfr463	11	87893922	87892987
ENSMUSG00000056987	Fam71d	12	78734513	78691535
ENSMUSG00000020048	Hsp90b1	10	86705509	86690209
ENSMUSG00000029833	Trim24	6	37966296	37870811
ENSMUSG00000029414	Kntc1	5	123821593	123749726
ENSMUSG00000032372	Plscr2	9	92297752	92275602
ENSMUSG00000031465	Angpt2	8	18741562	18690263
ENSMUSG00000021112	Mpp5	12	78840711	78748947
ENSMUSG00000033707	Lrrc24	15	76722173	76715276
ENSMUSG00000022844	Pdia5	16	35490873	35397313
ENSMUSG00000035297	Cops4	5	100547803	100518309
ENSMUSG00000021866	Anxa11	14	25886804	25842183
ENSMUSG00000040423	Rc3h1	1	160974978	160906418
ENSMUSG00000070867	Gm12824	4	114615098	114406724
ENSMUSG00000079539	Lcn14	2	25740097	25737009
ENSMUSG00000024251	Thada	17	84466196	84190056
ENSMUSG00000079002	C030006K11Rik	15	76723845	76721466
ENSMUSG00000032366	Tpm1	9	67049406	67022590
ENSMUSG00000052133	Sema5b	16	35664732	35541145
ENSMUSG00000033697	Arhgap39	15	76818170	76723985
ENSMUSG00000055198	Gm12830	4	114856166	114821722
ENSMUSG00000042870	Tom1	8	75070121	75033686
ENSMUSG00000060787	Olfr464	11	87915003	87913920
ENSMUSG00000031467	Agpat5	8	18891361	18846277
ENSMUSG00000020483	Dynll2	11	87987533	87979525
ENSMUSG00000038248	Sobp	10	43174530	43002501
ENSMUSG00000096375	AC163025.1	1	21273082	21272338
ENSMUSG00000067750	Khdc1a	1	21352200	21349641
ENSMUSG00000045008	9030612E09Rik	10	43176562	43174704
ENSMUSG00000028599	Tnfrsf1b	4	145246870	145213463
ENSMUSG00000027167	Elp4	2	105904564	105697320
ENSMUSG00000055210	Foxd2	4	114908898	114906280
ENSMUSG00000018379	Srsf1	11	88053755	88047373
ENSMUSG00000038240	Pdss2	10	43464882	43221486
ENSMUSG00000095959	Gm10845	14	79868398	79863074
ENSMUSG00000074403	Hist2h3b	3	96269141	96268654
ENSMUSG00000040354	Mars	10	127311786	127296221
ENSMUSG00000075089	Olfr1238	2	89407078	89406130
ENSMUSG00000044594	Serpinb3a	1	107052337	107045587
ENSMUSG00000044518	Foxe3	4	114926052	114925076
ENSMUSG00000075088	Olfr1239	2	89418411	89417494
ENSMUSG00000028719	Cmpk1	4	114987241	114959336
ENSMUSG00000022026	Olfm4	14	80021930	80000302
ENSMUSG00000014550	Zfyve20	6	92214925	92186712
ENSMUSG00000035566	Pcdh17	14	84537060	84443563
ENSMUSG00000025745	Hadha	5	30155162	30118301
ENSMUSG00000033007	Accn4	1	75474343	75450436
ENSMUSG00000071764	Olfr1320	X	49684463	49683504
ENSMUSG00000050936	Hist2h2bb	3	96279001	96269721
ENSMUSG00000045287	Rtn4rl1	11	75267769	75193783
ENSMUSG00000021114	Atp6v1d	12	78861638	78842989
ENSMUSG00000034274	Thoc5	11	4928867	4895320
ENSMUSG00000045502	Niacr1	5	123865516	123863570
