EnsemblID	external_gene_id	chromosome_name	start_position	end_position	strand
ENSDARG00000001782	prkacba	11	8275738	8296952	1
ENSDARG00000042261	cdan1	17	38614991	38640995	1
ENSDARG00000075733	zyx	16	19364152	19409429	-1
ENSDARG00000020812	si:ch73-177h5.2	4	1781643	1790656	-1
ENSDARG00000025285	panx1a	15	2466960	2481000	1
ENSDARG00000004246	slit2	1	22557443	22684130	1
ENSDARG00000068621	si:ch211-181d7.3	15	41270041	41288879	-1
ENSDARG00000043684	bpnt1	20	9306821	9326315	1
ENSDARG00000092267	si:dkey-57i11.4	2	26434635	26435675	1
ENSDARG00000086960	GPC6 (2 of 4)	1	2641199	2673283	1
ENSDARG00000056511	arr3a	10	27435706	27446890	1
ENSDARG00000057769	si:dkey-10f21.3	2	14813462	14815633	1
ENSDARG00000029187	exosc3	14	53498788	53502929	1
ENSDARG00000043466	kcnk3	20	13275430	13309554	-1
ENSDARG00000089344	BX640461.1	4	45196982	45315113	-1
ENSDARG00000095276	si:dkey-221j11.1	13	43250741	43255389	-1
ENSDARG00000087631	CU672228.5	7	18377905	18378369	-1
ENSDARG00000068582	rnf44	14	47740178	47794210	-1
ENSDARG00000078179	fndc3ba	2	25463828	25688438	1
ENSDARG00000062977	samd13	11	8298930	8303553	1
ENSDARG00000053370	eif3jb	7	32760495	32766613	1
ENSDARG00000043933	il17a/f1	17	12573842	12576188	-1
ENSDARG00000058675	phospho2	6	3522792	3525022	1
ENSDARG00000063577	KLHL35	10	298998	309850	-1
ENSDARG00000026369	dbi	9	893698	901125	1
ENSDARG00000029252	ssb	6	3528714	3540314	1
ENSDARG00000089730	LDLR (1 of 2)	Zv9_NA996	17542	19242	1
ENSDARG00000006109	si:dkeyp-104h9.7	8	49976485	49978172	1
ENSDARG00000007067	BX004840.1	22	6008858	6009750	1
ENSDARG00000078817	rnf165b	8	735571	778132	1
ENSDARG00000037025	nr3c2	1	36643724	36936660	-1
ENSDARG00000079705	si:ch211-152p11.4	19	28008090	28028098	-1
ENSDARG00000003969	sf3b3	18	18209587	18365672	-1
ENSDARG00000076373	VOPP1 (1 of 2)	24	524153	535227	-1
ENSDARG00000035471	MEGF9 (2 of 2)	5	33117957	33228615	1
ENSDARG00000058791	zgc:171887	22	6020390	6023511	1
ENSDARG00000019549	CDS1	5	41635088	41650032	-1
ENSDARG00000079651	si:ch1073-174d20.2	25	38169904	38187928	-1
ENSDARG00000057918	tsc1b	21	15813375	15851417	1
ENSDARG00000093727	si:ch211-237a4.2	4	57471748	57551961	1
ENSDARG00000007024	uox	11	8306952	8314069	-1
ENSDARG00000015002	cdh4	11	21011516	21202573	1
ENSDARG00000073695	mamdc2b	10	15677431	15701436	-1
ENSDARG00000035005	bag2	13	1277281	1281132	-1
ENSDARG00000071347	aftphb	17	24398145	24415843	-1
ENSDARG00000096646	si:rp71-4m17.2	20	22071316	22087455	-1
ENSDARG00000019128	tpm4b	2	55995983	56012592	-1
ENSDARG00000071294	TONSL	17	8645139	8699524	1
ENSDARG00000088934	BX322612.1	23	43679933	43682151	-1
ENSDARG00000016350	cap1	19	44846525	44867685	-1
ENSDARG00000017038	zgc:152670	2	44409991	44424444	1
ENSDARG00000094921	si:dkey-196n19.5	4	55776372	55780014	1
ENSDARG00000095062	si:dkey-238m4.3	16	24736149	24765583	-1
ENSDARG00000077918	DNASE2B	11	8317114	8325007	1
ENSDARG00000006584	phf8	23	27832984	27848894	-1
ENSDARG00000029822	cel.2	21	9809040	9817988	1
ENSDARG00000036456	anxa4	10	42533962	42567602	1
ENSDARG00000079525	slc39a5	23	32574349	32590758	1
ENSDARG00000058833	BX004785.3	3	7016465	7061171	-1
ENSDARG00000058683	CR855338.2	11	8366195	8370219	-1
ENSDARG00000020847	atp6v0a1a	3	16542207	16593106	1
ENSDARG00000001712	CR855338.1	11	8388864	8402037	-1
ENSDARG00000044153	ppp1cb	17	25477643	25490769	-1
ENSDARG00000021324	nsun4	2	9949381	9958330	1
ENSDARG00000089225	trove2	2	11714916	11737238	1
ENSDARG00000017320	f11r	5	31469685	31487262	1
ENSDARG00000040666	mki67ip	9	39210879	39214404	1
ENSDARG00000093141	si:dkey-18f22.1	10	20924558	20969965	-1
ENSDARG00000042608	CABZ01078431.1	16	50418181	50443550	1
ENSDARG00000095013	si:dkey-240n22.3	4	60916234	60956683	1
ENSDARG00000004763	HHLA2 (2 of 4)	10	36463390	36475629	1
ENSDARG00000042913	spef2	5	7897507	7948052	1
ENSDARG00000078318	tmod1	1	11527849	11554350	1
ENSDARG00000070565	ADAP2	3	26753546	26767382	-1
ENSDARG00000029898	CNGA1 (1 of 2)	1	44276758	44281942	-1
ENSDARG00000058606	SIK1	9	9169115	9178227	1
ENSDARG00000017441	mylz3	1	6504059	6519613	-1
ENSDARG00000070138	HTRA2 (4 of 30)	21	4619193	4664716	1
ENSDARG00000094176	cdkn2d	6	55071	56343	1
ENSDARG00000014395	si:dkey-14d8.2	4	5251587	5260727	1
ENSDARG00000071724	ankha	24	10149877	10194699	-1
ENSDARG00000009262	FAR2	4	1849440	1897600	-1
ENSDARG00000070353	hoxc13a	23	36104488	36107430	1
ENSDARG00000003061	cd276	18	49297702	49378271	-1
ENSDARG00000067683	PDE1C (2 of 2)	24	33559656	33582694	1
ENSDARG00000007959	hibadhb	16	22955445	22973946	1
ENSDARG00000042701	trmt13	22	16525380	16533256	-1
ENSDARG00000092650	si:ch211-223p8.8	13	25053886	25054607	1
ENSDARG00000017565	itk	14	35131932	35146329	-1
ENSDARG00000058696	tbl1xr1a	11	8648409	8764474	1
ENSDARG00000006580	cldnd	21	25157480	25158258	1
ENSDARG00000030954	ftr56	19	13020670	13026716	-1
ENSDARG00000005704	eps8l3	8	26160946	26182910	-1
ENSDARG00000096700	si:zfos-754c12.1	12	21845377	21852822	1
ENSDARG00000039117	tefa	12	20241115	20249459	-1
ENSDARG00000095375	si:dkeyp-35e5.3	4	39041500	39043097	-1
ENSDARG00000044233	BX004785.1	3	7078045	7095359	-1
ENSDARG00000071070	pthlhb	25	3224700	3228997	-1
ENSDARG00000010701	crygs4	9	23393264	23394087	1
ENSDARG00000045755	ccdc59	4	10117825	10120261	1
ENSDARG00000041157	rcan1b	1	2692808	2706447	1
ENSDARG00000002487	noc3l	12	6367942	6386602	1
ENSDARG00000016594	haus4	5	1813138	1834555	1
ENSDARG00000093920	zgc:77614	Zv9_scaffold3478	58801	60003	-1
ENSDARG00000034060	elac2	3	11437441	11483866	-1
ENSDARG00000018618	cpsf6	4	1906112	1920282	-1
ENSDARG00000068994	si:ch211-10j20.5	20	39514640	39520650	1
ENSDARG00000011175	atp6v1d	20	51423317	51435380	-1
ENSDARG00000090130	LRIF1 (2 of 2)	8	23352727	23360943	-1
ENSDARG00000053648	or135-1	8	38639014	38640843	1
ENSDARG00000068961	APEX2 (2 of 2)	8	23363888	23367154	-1
ENSDARG00000035904	crabp1b	7	49776925	49799738	1
ENSDARG00000062157	csde1	8	23374602	23385843	-1
ENSDARG00000057678	sfrp1b	10	20385346	20390946	-1
ENSDARG00000052642	SHISA9 (1 of 2)	3	46081557	46153131	-1
ENSDARG00000068461	C8H9orf3	8	31007371	31164478	-1
ENSDARG00000008279	map2k7	1	46310620	46326871	1
ENSDARG00000093846	si:dkey-57c22.1	4	34187912	34199346	-1
ENSDARG00000076867	MKL2 (3 of 3)	3	46342532	46401191	1
ENSDARG00000058711	CABZ01081656.1	11	46614107	46620770	1
ENSDARG00000093246	scn4bb	5	39534342	39536078	-1
ENSDARG00000021907	rela	7	677780	714183	1
ENSDARG00000036412	LRRC71	19	9714209	9729599	1
ENSDARG00000026376	aco1	7	75151088	75172476	-1
ENSDARG00000088125	CU463855.1	3	46406532	46413215	-1
ENSDARG00000094693	si:dkey-220k22.3	5	33242937	33245324	1
ENSDARG00000079219	MFN1 (2 of 4)	11	46628092	46638209	1
ENSDARG00000089339	CR318660.3	21	2412390	2420707	1
ENSDARG00000071719	si:dkey-20i20.2	22	2044150	2106477	1
ENSDARG00000020363	snrnp25	3	46415421	46418013	-1
ENSDARG00000091538	CABZ01044943.1	22	12326465	12381398	-1
ENSDARG00000095079	gtf2h1	25	3255257	3269173	-1
ENSDARG00000078583	CR376825.1	14	16988626	16992583	1
ENSDARG00000095779	si:dkey-189d19.2	18	28953225	28953651	-1
ENSDARG00000071679	C22H19orf10 (1 of 2)	22	4776404	4786680	1
ENSDARG00000042014	cyp11c1	16	57904611	57917200	-1
ENSDARG00000093885	si:dkey-220e7.2p	18	29867551	29868594	-1
ENSDARG00000018765	pknox1.1	9	20337810	20357911	-1
ENSDARG00000074064	rem2	2	38629171	38681494	1
ENSDARG00000052207	c3c	1	56821384	56867340	1
ENSDARG00000063293	NETO2 (1 of 2)	18	6961495	6975138	1
ENSDARG00000090935	CCDC150	15	39775669	39816312	-1
ENSDARG00000095984	si:dkey-146m20.14	4	49460512	49483040	-1
ENSDARG00000059196	si:ch73-177h5.4	4	1818872	1835526	1
ENSDARG00000095163	CR847563.2	11	8660848	8663129	1
ENSDARG00000086489	CU179643.1	11	9068213	9577765	-1
ENSDARG00000089643	MCAM (2 of 3)	5	60551819	60576816	-1
ENSDARG00000036750	CABZ01059234.1	11	21264070	21266548	-1
ENSDARG00000077710	nlgn1	11	9675962	9686561	-1
ENSDARG00000079613	sall3a	16	7848805	7868177	1
ENSDARG00000074853	CABZ01071058.1	11	21273156	21287616	-1
ENSDARG00000087133	BX005472.1	11	10036396	10037914	-1
ENSDARG00000092348	si:dkey-15h14.4	2	26583106	26584283	-1
ENSDARG00000042876	abracl	20	36831006	36842803	1
ENSDARG00000077508	CABZ01071061.1	11	21292949	21331195	-1
ENSDARG00000092673	si:dkey-181m9.5	2	26815850	26821017	1
ENSDARG00000075352	FAM5C (2 of 3)	2	6439225	6509894	1
ENSDARG00000033811	zfand6	7	11445340	11466356	-1
ENSDARG00000030161	ppp1r14bb	7	60835145	60872376	1
ENSDARG00000094225	si:dkey-28d5.7	7	5026351	5028249	1
ENSDARG00000071058	si:ch211-270p4.3	22	31445545	31446853	1
ENSDARG00000069407	zgc:194990	8	13678631	13701940	-1
ENSDARG00000040479	cga	17	49595161	49599351	-1
ENSDARG00000093120	si:dkey-117m1.4	1	40449930	40479496	-1
ENSDARG00000074570	FP016199.1	11	21334779	21347504	-1
ENSDARG00000059097	nktr	24	21252110	21267120	-1
ENSDARG00000044091	pitpnab	10	24754947	24802508	-1
ENSDARG00000030563	zgc:77880	1	9481714	9491309	1
ENSDARG00000030915	cpa1	25	18935476	18941306	-1
ENSDARG00000096075	si:ch73-155e10.1	4	39025760	39031929	-1
ENSDARG00000074724	si:ch211-126j24.1	22	41681772	41761319	1
ENSDARG00000090791	BX640461.2	4	45212086	45219781	1
ENSDARG00000091624	ugt2b1	5	9858434	9862960	-1
ENSDARG00000074662	si:dkey-117m1.3	1	40487641	40495354	-1
ENSDARG00000078815	grk5l	8	46845728	46917449	-1
ENSDARG00000086420	CABZ01046949.1	12	39477405	39478529	-1
ENSDARG00000086115	CZv9_NA879H1orf43 (1 of 2)	Zv9_NA879	12876	21660	1
ENSDARG00000094213	si:dkey-21o13.3	9	35820164	35823108	-1
ENSDARG00000022177	ddx59	22	22781577	22791945	1
ENSDARG00000029803	oxgr1b	9	30359102	30359945	1
ENSDARG00000069698	lrguk	4	14885120	14906191	1
ENSDARG00000093550	si:dkey-3e9.2	9	37171886	37173452	-1
ENSDARG00000002480	tuba7l	11	21347983	21354919	1
ENSDARG00000069500	hs6st3b	9	30372294	30460884	-1
ENSDARG00000011222	ccdc28b	13	33505697	33517256	1
ENSDARG00000074638	loxhd1b	8	782622	878303	-1
ENSDARG00000091764	si:ch211-227e10.6	4	45240796	45264763	-1
ENSDARG00000017820	POLR3D	Zv9_NA583	4506	16419	-1
ENSDARG00000075627	abhd10b	24	22535142	22542131	-1
ENSDARG00000017602	ccng2	21	5811391	5818644	-1
ENSDARG00000069338	zgc:152863	15	24820499	24830646	1
ENSDARG00000055889	zgc:153215	16	29789353	29794791	-1
ENSDARG00000096502	si:ch211-278f21.5	20	22252076	22252668	1
ENSDARG00000036272	gcgrb	1	56891422	56909879	-1
ENSDARG00000028819	porcnl	8	23396427	23412047	-1
ENSDARG00000027938	rad18	6	41739537	41818262	1
ENSDARG00000078500	dap3	16	15966389	15980605	1
ENSDARG00000096539	si:ch211-278f21.4	20	22266353	22269327	1
ENSDARG00000086988	wu:fc26g07	14	31768517	31774284	-1
ENSDARG00000058390	acot9.2	24	22546689	22560112	-1
ENSDARG00000094247	si:ch73-249k16.3	20	23013891	23018732	1
ENSDARG00000013655	tpd52l2b	23	17602062	17621529	-1
ENSDARG00000055792	FOXO4	14	31779716	31783097	1
ENSDARG00000035660	si:ch211-193k19.1	19	44872518	44914530	-1
ENSDARG00000028391	VPS37B (2 of 2)	11	21354662	21368622	-1
ENSDARG00000041358	lgi3	8	53653420	53682918	-1
ENSDARG00000053646	adrb3a	8	38812241	38850903	1
ENSDARG00000096799	si:dkey-14i9.1	12	22159557	22238187	1
ENSDARG00000025335	CU855686.1	16	53639994	53678806	-1
ENSDARG00000061454	nrxn2a	21	27030682	27735371	-1
ENSDARG00000053022	purg	10	6161888	6163207	1
ENSDARG00000027046	scyl3	20	34037179	34053577	-1
ENSDARG00000093315	cyr61l2	8	55060573	55072272	-1
ENSDARG00000040321	rx2	2	56045666	56074438	-1
ENSDARG00000091983	si:ch73-249k16.1	20	23068856	23070807	-1
ENSDARG00000069222	CABZ01070637.1	1	56961727	56966120	-1
ENSDARG00000026569	si:dkey-183g16.2	2	17341146	17347082	1
ENSDARG00000025074	CABZ01059390.1	1	56969373	56981222	-1
ENSDARG00000077245	si:dkey-225n22.4	24	541586	587807	1
ENSDARG00000079134	mettl17	2	37552359	37575883	-1
ENSDARG00000040928	CABZ01059391.1	1	56989379	56990032	-1
ENSDARG00000063108	CABZ01059392.1	1	56993313	56995701	1
ENSDARG00000054963	alg1	3	29011402	29020759	1
ENSDARG00000005966	slc4a5	11	21374312	21448219	-1
ENSDARG00000070850	si:ch211-282j17.10	7	3918519	3922276	-1
ENSDARG00000067957	CABZ01059392.1	1	56998773	56999682	1
ENSDARG00000006375	nsfl1c	23	19186291	19196750	-1
ENSDARG00000054446	ccdc43	3	31737513	31742339	1
ENSDARG00000094889	cplx4c	2	56106356	56216886	-1
ENSDARG00000074069	zgc:171452	1	57009534	57014641	1
ENSDARG00000032056	arl6	1	33836539	33866619	1
ENSDARG00000014956	diablob	21	20410276	20415177	-1
ENSDARG00000088906	CABZ01059404.1	1	57067052	57071882	1
ENSDARG00000077572	si:ch211-193k19.2	19	44923873	44929414	1
ENSDARG00000059310	PDCD1LG2	21	2474996	2503430	1
ENSDARG00000088775	CABZ01059406.1	1	57074108	57083388	-1
ENSDARG00000096678	si:dkey-1f1.3	12	40090158	40091572	-1
ENSDARG00000012496	BX248230.1	11	37077218	37078764	1
ENSDARG00000059786	CABZ01059408.1	1	57093643	57102381	-1
ENSDARG00000077625	clic5b	20	44155093	44194973	-1
ENSDARG00000076972	si:dkey-208k22.3	2	23495059	23498314	1
ENSDARG00000068551	zgc:153394	2	27551470	27557876	1
ENSDARG00000090530	CABZ01083546.1	Zv9_NA282	1295	8441	-1
ENSDARG00000088636	wu:fa03e10	1	57116382	57122151	-1
ENSDARG00000045141	aqp8a.1	12	21718602	21725551	-1
ENSDARG00000093704	si:dkeyp-46h3.8	19	28034124	28036433	-1
ENSDARG00000059125	prkacbb	2	2614677	2642068	-1
ENSDARG00000071420	zgc:92591	24	35479785	35482169	-1
ENSDARG00000090354	MLLT4 (1 of 2)	Zv9_NA655	1913	4974	-1
ENSDARG00000087005	CABZ01059415.1	1	57172757	57190333	-1
ENSDARG00000039007	eno3	23	44727895	44739806	1
ENSDARG00000087345	CABZ01059415.2	1	57207007	57211253	-1
ENSDARG00000074903	ITCH (1 of 2)	6	57442386	57482006	-1
ENSDARG00000004931	slc8a3	13	36598377	36666460	-1
ENSDARG00000061749	htr3b	21	22227022	22246582	1
ENSDARG00000005789	enpp1	20	13318055	13435784	1
ENSDARG00000045874	yeats4	4	1920672	1923415	1
ENSDARG00000095531	CABZ01059421.2	1	57253845	57256758	1
ENSDARG00000086935	FSD2	18	13389	20363	1
ENSDARG00000074354	CABZ01088864.1	18	15636	16320	-1
ENSDARG00000091707	CABZ01059421.1	1	57263867	57289613	-1
ENSDARG00000076591	snap91	16	35319311	35372930	-1
ENSDARG00000073932	CABZ01049362.1	1	57301010	57318945	1
ENSDARG00000093082	CABZ01049362.2	1	57328804	57333153	1
ENSDARG00000093620	si:ch211-168h21.2	13	45947033	45968479	-1
ENSDARG00000010773	pnpla6	1	46337385	46391325	-1
ENSDARG00000038905	hectd3	2	26627846	26643214	1
ENSDARG00000076103	grid2ipa	3	18499229	18530187	-1
ENSDARG00000016025	tacr1b	11	21483915	21503182	1
ENSDARG00000094391	si:ch211-1f22.3	1	57351544	57355160	1
ENSDARG00000058221	ugcg	10	11004088	11060023	1
ENSDARG00000018399	rps6kb1a	10	28854125	28875423	-1
ENSDARG00000060756	abhd6a	11	43183426	43204066	-1
ENSDARG00000079889	si:ch211-244c8.3	10	36492416	36555972	1
ENSDARG00000086060	BX548021.2	8	33471628	33543267	1
ENSDARG00000096621	si:ch211-1f22.4	1	57363654	57366504	1
ENSDARG00000074441	gp1bb	8	4776395	4786959	-1
ENSDARG00000025875	kctd2	12	28165044	28180378	-1
ENSDARG00000011076	MREG	19	5614523	5623435	1
ENSDARG00000077769	CITED1	7	53097855	53103912	-1
ENSDARG00000091955	BX663613.3	4	53485060	53492905	-1
ENSDARG00000054655	si:ch211-1f22.5	1	57373246	57377691	1
ENSDARG00000040555	bckdha	18	34406225	34421744	1
ENSDARG00000057468	kcnc2	4	1921504	2057908	-1
ENSDARG00000069529	zgc:153981	13	25053988	25061867	1
ENSDARG00000014386	galnt6	23	27003975	27025408	-1
ENSDARG00000005846	SP5 (2 of 2)	6	3625019	3627974	1
ENSDARG00000077357	LRRC61	25	26681253	26691336	1
ENSDARG00000035868	spire1a	19	34354795	34447621	1
ENSDARG00000079080	mettl20	25	29774504	29793322	-1
ENSDARG00000004280	seh1l	19	13028709	13054114	1
ENSDARG00000088468	SLC22A17 (1 of 2)	24	42376681	42393494	-1
ENSDARG00000042231	stx11b.2	20	26564949	26566778	-1
ENSDARG00000090936	ERICH2	6	3631310	3640803	1
ENSDARG00000076939	znf451	13	1282143	1299597	-1
ENSDARG00000096503	si:ch211-152f2.5	1	57380607	57383811	1
ENSDARG00000026329	CT955984.1	24	29370931	29480215	1
ENSDARG00000037292	CU019640.1	14	25258226	25262419	1
ENSDARG00000002656	stxbp5a	20	31771857	31944849	-1
ENSDARG00000063361	si:ch211-1e14.1	18	11813286	11900325	-1
ENSDARG00000025983	l3mbtl3	20	2161024	2225319	1
ENSDARG00000092322	si:ch211-152f2.1	1	57393220	57395342	1
ENSDARG00000003632	zgc:172270	11	37084932	37090800	1
ENSDARG00000096656	si:ch211-1f22.6	1	57402209	57407274	1
ENSDARG00000074581	add2	5	14987893	15043611	-1
ENSDARG00000079891	dnajc6	6	30971733	31028301	-1
ENSDARG00000071196	sdprb	6	9059432	9088387	1
ENSDARG00000078289	CABZ01046425.1	22	8848189	8849544	-1
ENSDARG00000060830	FAM83H (2 of 2)	19	44944321	44972369	1
ENSDARG00000092797	si:dkey-238m4.1	16	24755649	24759620	1
ENSDARG00000078283	LRRC8E	6	61793	66291	-1
ENSDARG00000096543	si:ch211-1f22.7	1	57409554	57414062	1
ENSDARG00000042697	scarb1	11	21525771	21572564	-1
ENSDARG00000055841	CABZ01046427.1	22	8864436	8881277	-1
ENSDARG00000095204	si:ch211-197g22.1	18	30074049	30076109	1
ENSDARG00000057484	srsf2a	12	33407774	33413849	-1
ENSDARG00000043685	nabp1b	6	9091497	9097522	1
ENSDARG00000092209	zgc:162824	13	8908537	8911723	-1
ENSDARG00000039747	si:ch211-62a1.1	13	46407834	46411346	1
ENSDARG00000092372	si:dkey-148a12.2	2	27148712	27158515	1
ENSDARG00000034910	si:ch211-152f2.2	1	57423168	57428446	1
ENSDARG00000076609	si:ch211-199g17.9	19	44971772	44979396	-1
ENSDARG00000077571	zgc:174862	23	43729183	43760741	-1
ENSDARG00000037835	polr3k	3	46418224	46422259	1
ENSDARG00000003208	zgc:101572	13	8914206	8923777	1
ENSDARG00000090031	CABZ01069239.1	Zv9_NA912	308	1837	-1
ENSDARG00000094478	si:ch1073-75o15.4	9	8422555	8427723	1
ENSDARG00000070644	ttpal	23	26155966	26162216	1
ENSDARG00000067755	ubc	11	21577566	21580026	-1
ENSDARG00000042004	nfya	11	37095853	37120409	-1
ENSDARG00000058818	rbm38	23	6637280	6682919	1
ENSDARG00000027658	irf10	23	658217	669549	1
ENSDARG00000052178	eif2s1b	20	51439078	51457976	1
ENSDARG00000096507	si:ch211-1f22.8	1	57436023	57441567	1
ENSDARG00000045552	si:dkey-202b22.6	4	17563041	17567945	1
ENSDARG00000001972	tpst2	11	21580354	21594666	-1
ENSDARG00000036829	CR848787.1	14	17321504	17322696	-1
ENSDARG00000096083	si:dkey-21h14.8	4	10118833	10128597	-1
ENSDARG00000043322	gsx2	20	22469344	22470917	-1
ENSDARG00000037291	dpf2l	14	25267556	25277469	-1
ENSDARG00000018506	ftr03	2	42348696	42351372	1
ENSDARG00000079325	CABZ01046432.1	22	8899765	8903604	-1
ENSDARG00000052326	B4GALT1 (1 of 2)	14	53512289	53539070	-1
ENSDARG00000008396	ftr24	2	48030376	48037975	-1
ENSDARG00000043445	si:ch211-152f2.3	1	57450389	57454751	1
ENSDARG00000042953	cyp2n13	20	25544866	25552518	-1
ENSDARG00000045837	si:dkey-14d8.20	4	5265343	5367547	1
ENSDARG00000020192	cdc20	2	19218016	19234798	1
ENSDARG00000077881	chl1a	23	11453541	11554975	1
ENSDARG00000045873	frs2a	4	1953663	1960561	1
ENSDARG00000096290	si:dkeyp-15g8.5	6	11731317	11741197	-1
ENSDARG00000092310	si:ch211-199g17.2	19	44979720	45003866	-1
ENSDARG00000062217	KCNJ3 (2 of 2)	6	13185997	13218788	-1
ENSDARG00000096585	si:ch211-1f22.9	1	57469551	57471969	1
ENSDARG00000041874	SLC7A1 (2 of 2)	15	7230125	7250301	-1
ENSDARG00000079143	CU694324.1	4	2068247	2080596	-1
ENSDARG00000088654	tex15	10	6173774	6187180	1
ENSDARG00000096574	si:ch211-152f2.4	1	57479682	57482387	1
ENSDARG00000076517	AL929185.1	11	43217327	43223018	1
ENSDARG00000010779	tlk2	3	19573098	19605159	1
ENSDARG00000087536	ZNF407	16	7940785	7959959	1
ENSDARG00000013203	rac1l	1	57493301	57498503	-1
ENSDARG00000003167	mlst8	12	19569748	19579079	1
ENSDARG00000076028	sez6l	11	21599927	21690726	-1
ENSDARG00000053143	SLC35D3	20	39539061	39542531	-1
ENSDARG00000096666	si:ch211-1f22.2	1	57500606	57501178	-1
ENSDARG00000042877	heca	20	36845573	36863682	1
ENSDARG00000096619	si:ch211-1f22.10	1	57505158	57509810	1
ENSDARG00000077116	CCNJL	21	28798829	28825696	-1
ENSDARG00000007743	il15l	15	19313765	19323664	1
ENSDARG00000091872	CCDC117	5	28431518	28439987	-1
ENSDARG00000090860	CABZ01079541.1	1	2809161	2821811	1
ENSDARG00000096327	cd164l2	19	45011354	45020473	-1
ENSDARG00000095538	senp3a	5	25889092	25900074	-1
ENSDARG00000068279	si:ch211-240b21.2	5	22475801	22479231	1
ENSDARG00000093251	si:ch211-255d18.2	11	6863375	6864743	-1
ENSDARG00000090043	CABZ01054392.1	Zv9_NA899	40946	80274	1
ENSDARG00000094524	si:ch211-1f22.11	1	57522425	57531330	1
ENSDARG00000088197	CU627988.1	13	52365693	52389750	1
ENSDARG00000059812	sin3ab	7	49805613	49848528	-1
ENSDARG00000041040	piga	9	31408197	31418367	-1
ENSDARG00000057714	cmah	4	2091681	2111243	1
ENSDARG00000094860	GPR3	19	45031400	45036187	1
ENSDARG00000031293	dnajc9	12	10251848	10264605	1
ENSDARG00000067593	SCO1	3	62859037	62865855	1
ENSDARG00000059891	AL929217.1	13	52398364	52472489	-1
ENSDARG00000006546	ak4	6	31044315	31056721	-1
ENSDARG00000054458	slmapa	11	43412418	43522538	-1
ENSDARG00000043249	TXNDC15	21	44161729	44164475	-1
ENSDARG00000054916	eif4ebp3	21	25794819	25799791	-1
ENSDARG00000093845	si:ch211-1f22.12	1	57542071	57547466	1
ENSDARG00000086355	TTC40	13	52606141	52670357	-1
ENSDARG00000093717	si:rp71-15d4.4	8	20496503	20497136	1
ENSDARG00000045224	CU694453.1	4	2112690	2119781	1
ENSDARG00000013222	SLC35A3 (1 of 2)	8	20159749	20176380	1
ENSDARG00000069796	zgc:173573	3	62866741	62992329	1
ENSDARG00000071622	CABZ01046433.1	22	8912748	8914698	1
ENSDARG00000096623	si:ch211-1f22.13	1	57553987	57558195	1
ENSDARG00000086631	rnh1	22	8942785	8946531	1
ENSDARG00000062448	skor1b	18	19755322	19762740	1
ENSDARG00000006314	itgav	9	11873732	11931263	-1
ENSDARG00000069540	si:dkey-30c15.2	18	6985452	7002587	-1
ENSDARG00000053417	CABZ01016332.1	22	38207011	38217520	-1
ENSDARG00000024209	wasf2	19	45040524	45059977	-1
ENSDARG00000096607	si:ch211-1f22.17	1	57563449	57566589	1
ENSDARG00000093047	si:dkey-106m10.5	10	21478525	21480910	1
ENSDARG00000043247	gtf3c3	1	5125555	5136072	1
ENSDARG00000011246	krr1	4	2119930	2126273	-1
ENSDARG00000096670	si:ch211-1f22.16	1	57591358	57593975	1
ENSDARG00000043323	lnx1	20	22652844	22726971	1
ENSDARG00000093024	si:ch211-213a13.2	22	8948738	8996350	1
ENSDARG00000089795	SERTAD4	13	32030562	32053388	-1
ENSDARG00000042518	hipk2	18	11910098	12102227	-1
ENSDARG00000056639	RLTPR	18	22083346	22268016	1
ENSDARG00000062309	si:ch211-1f22.14	1	57600708	57610074	1
ENSDARG00000087971	OGFR (1 of 4)	11	21692194	21693317	1
ENSDARG00000096227	si:dkeyp-85d8.2	4	39219992	39224702	1
ENSDARG00000005628	evx1	19	19183716	19336956	-1
ENSDARG00000077855	znrf2a	19	2057887	2070808	-1
ENSDARG00000035657	BX649384.1	19	45041084	45041672	1
ENSDARG00000086201	CABZ01081490.1	14	1297024	1298049	1
ENSDARG00000057933	OGFR (3 of 4)	11	21694272	21701421	1
ENSDARG00000071547	CABZ01047562.1	14	31789984	31814972	-1
ENSDARG00000045131	id4	16	11571906	11574450	-1
ENSDARG00000058206	sb:cb252	14	11656673	11659628	1
ENSDARG00000096739	si:ch211-222b21.3	12	23963178	23972950	1
ENSDARG00000092804	si:ch211-131e11.13	3	4727445	4728777	1
ENSDARG00000092705	si:ch211-199g17.8	19	45060114	45153795	1
ENSDARG00000067847	il21	14	1314696	1324234	-1
ENSDARG00000090981	C14HXorf65	14	31825796	31830142	-1
ENSDARG00000073820	zgc:174917	14	11703545	11705974	-1
ENSDARG00000007289	METRNL (1 of 2)	1	57636360	57646923	-1
ENSDARG00000053702	il2rgb	14	31832134	31837163	-1
ENSDARG00000057923	ogfrl2	11	21747377	21748605	1
ENSDARG00000015610	tubg1	3	37054585	37077400	-1
ENSDARG00000057904	nme3	3	15595146	15620149	-1
ENSDARG00000092246	si:dkey-20i20.3	22	2062257	2064665	1
ENSDARG00000094791	si:dkey-193n17.9	9	28445060	28450170	1
ENSDARG00000093453	ahdc1	19	45083353	45144251	-1
ENSDARG00000089832	CABZ01056274.1	18	34108	35439	1
ENSDARG00000071657	si:dkey-19a16.4	22	6028979	6068515	-1
ENSDARG00000057782	BAZ2B	6	11740814	11914095	1
